title,price,link
Samsung Galaxy S10+ Plus Sprint ATT T-Mobile Verizon Factory Unlocked - Open Box, 360.28 to  392.00,https://www.ebay.ca/itm/254923490363?epid=17043806054&_trkparms=ispr%3D1&hash=item3b5a9fc43b:g:0PoAAOSwmtRgkVbn&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSg3Ye8yTWgOW7pmE1t838dg2MS%252BpBvUOPtqanzyld37OVfUt9%252BdVE%252FLBEt2%252FV1%252F2RztAN0j%252F76qkUCtANPR0Vr3ta99n8VTOv%252FVEbF3y3DvK6IXwfNcmUvghWR6Jw%252FvyfGSa5vK7cRwhtUluB8pSgMtVEjYrMFM8dGZp2lcyF2HvSxSmKFbd4gDUvSNcxjDeqH9cfX9XMAOijqBQRWZZ7nvn2fvePFwZu0%252BnX6WoX3K47GR0n01%252FPITFAbXHwNAKueVSD%252B5MfrCvEUclkBxImPUeQf4JR%252BLv6h6aBgGj9FXmRP1x8bEHZpPphtCEPOJ8bwMK0xikqLs2akKeTfbgLiElGXAXrJI0gD%252FIgK7%252BN9OVFOB1dI24rnJocuxL8oIKv8VfVZMJz6yHQL3JWFcxotDdR2x9RhmSCMqcSvRwRRRzsdsQCb802xAovatqqENZxepFo5FUjuc%252FeePnP5zbq5xlE6CXxIsMWqHwOoSkIr2GcbyxNxqWwdVk%252BegFEizRFKe3s1wog8uZETmlosmIcSct7aDKQUkElGrW4JFA%252BVful3H5yniLlR8%252F0gaGc69cMFZiA9%252FENrMrX%252Fj9P6%252BA20h%252BDiWHK1pUbmMCOPkAKf215u8SeGXiuKG3CMDItWsDMysJV3HjNzfd%252F9YKQDBv5Q0H%252FPqnJfaK4EcMgIaKSMdtfOxIPngFkjpYns%252FZrtElT0ldJ5J2VkUoIzBJuI%252BFMPIWT0O07Y99QP3VEwJ2onZPPA%252BaA0tVYhvpP5iLHueiKnH7Yt%252FRaUFiAAT5UGcgRfFom1hvu1MC5UG9%252BQEy6RzQLcxn6nSpXfzz5M%252FGvzuic%7Cclp%3A2334524%7Ctkp%3ABFBMgrL9jd5f
Samsung Galaxy S10 White Sprint ATT T-Mobile Verizon Factory Unlocked - OPEN BOX, 341.25,https://www.ebay.ca/itm/255017139826?epid=4041539939&_trkparms=ispr%3D1&hash=item3b6034be72:g:FeoAAOSwnJdgx6qX&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSg3Ye8yTWgOW7pmE1t838dvi6%252BQvVXl5cczwIQF%252FribRK9J39EVRZ76bN2cP1Vg1%252Fkh8j69%252BeZuvS66u9PhMnTbdFoIX3v5bQnPFgNqvxaweV0R%252B3%252BeNqvN%252Bt%252F8yOMYzJhwJAcEvic44NJ5qTt0M8Y2iy8PQo2pDrWit48uUfAmIgVHqYijeDa8gSBy87mbzAADWDd26KMszYxljOCgszv6Cx9AkvU4vw5I2vIaiEpZStlFcLkVa%252Fvgk96pXHzueUrlhEFauaDgdVuaOwGEdIUcGRnBfT8F1d2DFUdaC1yBRJ1Cdu2G%252BMvM%252F9paa5Ig0Kon6qXhNF5bCoImqTMr%252FJxY2vNcLrj7C%252F0yPlbssE8LIRA8g%252FHF%252F0kpdFD0YtuIhNGZfygHoGgZFwaWceMVZLhKCdK9N%252Fe5I%252FRAMvhRj35eanqAx%252FAHx1gl4CKMrZL4wklJuFr71VJvAtr%252BHTdZPK1IWECnT9Vf%252BWbELkus2iGreUdtWJpNB7k7aqiY3w23wjkfnNrS2JEAA1yfBAeW7lLeh7N%252FQ4RxvP5Ff92fVjv4IZ%252FPDTSLak6cMWQ4HwxwMHJX35HsdumwOyXhO8RVJubGibzQwUkVkMExkqKwkP8HjSBk7a27yDSu37CGF0l6ikdkVg%252BU33rZnCOUJvhCpPKtmTjDtcLmr9Rh%252FvUW744WLM5QJisCqVPiXvyZVA4HggywKkXSekbMTtyBt9JeQfmiqmH%252FPudipii69E8Bg3ECQWUakYAwLVULKgL9bn9EB8N%252BRX1P03cfNpXL11zS%252BC7YORdBlPlfnDkjQfvj13TZT%252FGJj7YeguYUfqO%252BQus9Y0%7Cclp%3A2334524%7Ctkp%3ABFBMgrL9jd5f
Samsung Galaxy S10+ PLUS G975U Black Unlocked Verizon AT&T T-Mobile Telcel - , 392.00,https://www.ebay.ca/itm/324704905601?epid=4030214562&_trkparms=ispr%3D1&hash=item4b99eba981:g:urQAAOSwEhdeUJGc&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSvhAqMt0wg86xg8aAkgjQJIykJHRMExE3X1TMowdU2bIRs2v37xtoQr5%252F6Jq48An0AmuqTf5NUTVEua7gXJRKwXgDpImuf7%252FmZyPoo2WltxAZnT%252FmTawOtMmccKgrjVU39C3zb5NZmKTtFHBd1yfOHJsC6cEHSJUxUqL2GNoeryVSBiq9iMsOTHqWo%252Fj99gm7oLdcsPPIrsCwNn8n6ueg2QQtcemtT7NzIviM5ZSYryLK1WYgudWJtD4yujSld45sRvS0TbQc3h1%252Fo3hcSODb4QW2euy0DX4xh%252FTpjLyXIsdrbNK2KOOX0M984GKNkNwXdl3TzynJunLMPqGRGOdv2d4o10iZt6Sjhf5XhTctudhSdiINVShJw0Q7motxSYmewggoN36QWZMabSrGDyWQmaIUhqdnjFsyzc2blQFtjqZKm1I32Ndpp6ffvTXqCSRr6gHNhGweGRJ84sUO8mILj0ZxI13G98Sl7gMmkPO0tFG09ZH3JDHQFWH4oeB8jiWrgOm3fLV4UHSzBI0FxUxZzlm3kO6BV8kOWifb5LcOMPDczrNGLm0JomCvRbjzefjSg4CeoTLio7ppHhmqi2pQ4pA1jv8F5zRdlZ1lnhoxtYEy7ZD11%252FbRP%252BaD2sRS9sn96CbCC0FxhMiGBVoFGcqyyy4uUkA%252Be%252FuuaPwLlAqvmT9kBtCssvWD4CBCeCzaBIDYA6CvTl2oC0XUWFj64ESsDlDnCp2pTL7WcHlvfLWtMDRA6cM3Y2M9UCmMhWgI1JemIg8L%252BvyTEdf1%252Fo7%252FRlN0tmnKdSiVSy0Sg04lY3DwQy964NKTdtktMIjOGGAn%252BSpZ%7Cclp%3A2334524%7Ctkp%3ABFBMgrL9jd5f
Samsung Galaxy S10+ Plus Sprint AT&T T-Mobile Verizon Factory Unlocked Very Good, 334.91 to  366.63,https://www.ebay.ca/itm/255107341571?epid=28029469276&hash=item3b65951d03:g:WYQAAOSw2SZhQJ85
NEW Samsung Galaxy S10+ Plus 128/512GB 1TB (SM-G975U1 Unlocked) All Colors, 463.03 to  570.86,https://www.ebay.ca/itm/163793825474?epid=5029471822&hash=item2622df6ec2:g:g5UAAOSw2AZhqSJz
Samsung Galaxy S10 G973U T-Mobile Sprint ATT Verizon Factory Unlocked - GOOD -, 252.45 to  258.79,https://www.ebay.ca/itm/255107328901?epid=15030893887&hash=item3b6594eb85:g:NB4AAOSwuLhhQKA-
Samsung Galaxy S10+ Plus Sprint AT&T T-Mobile Verizon Factory Unlocked Very Good, 366.63,https://www.ebay.ca/itm/255107341571?epid=28029469276&hash=item3b65951d03:g:WYQAAOSw2SZhQJ85
Samsung Galaxy S10 G973U T-Mobile Sprint ATT Verizon Factory Unlocked - GOOD -, 258.79,https://www.ebay.ca/itm/255107328901?epid=15030893887&hash=item3b6594eb85:g:NB4AAOSwuLhhQKA-
Samsung S10E 128GB Multiple Color Unlocked Android G970W/G970U/G970N - Good, 242.99,https://www.ebay.ca/itm/265263377008?epid=12051453707&hash=item3dc2edea70:g:uJoAAOSwMhRh-Z4G
Samsung Galaxy S10+ Plus Sprint ATT T-Mob Verizon Factory Unlocked - Excellent -, 379.31,https://www.ebay.ca/itm/255342953087?epid=28029469276&hash=item3b73a0427f:g:pJQAAOSw0P9h6dGC
Samsung Galaxy S10+ PLUS SM-G975U 128GB UNLOCKED > EXCELLENT CONDITION <, 410.99,https://www.ebay.ca/itm/283708327673?epid=2301190690&hash=item420e5586f9:g:SyEAAOSwgm5dp0Zm
"Samsung S10 G973W Canadian Model/G973U 128GB/512GB 6.1"" Unlocked Smartphone-Good", 294.99,https://www.ebay.ca/itm/265349533590?epid=20030139814&hash=item3dc8108f96:g:Gt8AAOSw~u5h8GUZ
Samsung Galaxy S10 White Sprint AT&T T-Mobile Verizon Factory Unlocked Very Good, 298.12,https://www.ebay.ca/itm/255107237374?epid=4041539939&hash=item3b659385fe:g:alMAAOSw4Hlgx6qs
Samsung Galaxy S10+ Plus Sprint AT&T T-Mobile Verizon Factory Unlocked - GOOD -, 341.25,https://www.ebay.ca/itm/255107348793?epid=3029474445&hash=item3b65953939:g:MAUAAOSw9QBhQKJd
Samsung S10E 128GB Multiple Color Unlocked Android G970W/G970U/G970N - Good, 242.99,https://www.ebay.ca/itm/265263377008?epid=12051453707&hash=item3dc2edea70:g:uJoAAOSwMhRh-Z4G
"NEW Samsung GALAXY S10 128/512GB Black Pink Blue White (SM-G973U1, Unlocked)", 411.01 to  532.80,https://www.ebay.ca/itm/161983232748?epid=10029479590&hash=item25b6f3faec:g:FOQAAOSwwoBhqSNz
Samsung Galaxy S10 | S10+ Plus - 128GB | 512GB Unlocked Verizon T-Mobile AT&T , 291.71 to  393.20,https://www.ebay.ca/itm/265238961287?epid=4030214562&hash=item3dc1795c87:g:TdMAAOSwUDFhViwH
New Open Box Samsung Galaxy S10+ Plus Verizon Unlocked T-Mobile Straight Talk , 431.31 to  456.68,https://www.ebay.ca/itm/184292397229?epid=4030214562&hash=item2ae8aed0ad:g:BD8AAOSwqMBevZrq
Samsung Galaxy S10+ PLUS SM-G975U 128GB UNLOCKED > EXCELLENT CONDITION <, 410.99,https://www.ebay.ca/itm/283708327673?epid=2301190690&hash=item420e5586f9:g:SyEAAOSwgm5dp0Zm
NEW Samsung Galaxy S10e 128GB 256GB Black White Blue Pink - SM-G970U1 UNLOCKED, 405.94 to  482.06,https://www.ebay.ca/itm/163793980018?epid=4030877649&hash=item2622e1ca72:g:IOcAAOSwXExhqSSy
Samsung Galaxy S10e G970U 128 Sprint AT&T T-Mobile Verizon Unlocked - Open Box -, 341.25,https://www.ebay.ca/itm/254628167761?epid=5029471631&_trkparms=ispr%3D1&hash=item3b49058051:g:MA0AAOSw0mRgkBqN&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSg3Ye8yTWgOW7pmE1t838dsTS4IcL03GmpxsKoaq%252Bvma7VZXD9X9QQ5AyhMwXU7LyysHk7NobOQSD1HhE1rTTQHaLVJ7rpq%252BRwZ%252FQCiBsltM9fxV%252FyH8U2Y44yhiHFU1Gy9NiuDDvUu%252Fd%252B1NoK6mOpmLP2k%252BNm8qORmnL6w71sBy08R6pmVzOXkJ82wn%252FI0Eg%252B0y%252B0VZ5dXluKjufejB1Hntz%252FX2ODPdJ07Gjowz2v%252BzoMjdGYESO3sT3on3ukKOuRqvz5%252FPW%252BQOo6h3uZ7k%252Bw4rqIOft5MgDxbWMrRNjQzJv529s0cHy%252Fcqt7vjdm4Hi1T5mgqHulEfo8hPVYSaAos7BBk6m9Fxp3IQ%252B6%252BiWCZpZXhoIH9GKUF0%252Bzf5maVqhnF%252BPvz3VyHjznZg4vR1IAlcjIaFnZUPRv70g6GdZnFZ%252FluWbqBz4lJfy4xM5kzvSuACAuXIBZlJozDmznX4ncs2tvHLx4c4HvwWp5HGvMkQd4TevCTopWNfOKo%252BhPyLwAYYC9ti4wcMG1v%252F3Ug%252FI%252FlE0%252FAg7WESlm0qAm%252FUU2VQKq%252Bm8XVJxOOuekRFOc39EZm1wQeDVF7icrirYOIzZSHDFyyzSzJU7Y6QZxtOdd1%252BESENd5Zuy2T%252FJeX40D%252BTzH7%252FFORWuIJPYkEmhaHboHZS8EsZktkNuU98cHv1MSj5HI2eUGVX1XCgIWWmJ0eFBTJntZza%252BnKY9m31WXcK46f2az6NQ756CeFGLIfvaooHlIY2GrZyvREOwXKTbjBAYvJjpZ7Cxkd%252FZoOwpLmFmWb6W2eflJG3tM9w0oAH4YT6ory9zGykj1neg3raQaTX1%7Cclp%3A2334524%7Ctkp%3ABFBMgrL9jd5f
Samsung Galaxy S10+ Plus Sprint AT&T T-Mobile Verizon Factory Unlocked - GOOD -, 328.57 to  341.25,https://www.ebay.ca/itm/255107348793?epid=3029474445&_trkparms=ispr%3D1&hash=item3b65953939:g:MAUAAOSw9QBhQKJd&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSg3Ye8yTWgOW7pmE1t838dvpA8x3OWufg2RWHnC6DgEXBZQFM%252BwtHNloyiGrQbBlv6RCRW0azWGEYTkIv9yKVRLkfx68E%252B5rc9kvP37LMR%252F7%252FoodUtaBzKZ0ouiLgR%252FguU1LMx1zIwG4HusSgWvLl1jI3ah6GILKYsNA8gjWtBocFs%252B1XclUc%252BOEk4EU0Toa%252FH2guMusc7eZ6fRJN2uuuXSSnF2WBEB%252Fu0e0O7WxVl99tMYpPkLkN1X3G8GdDtfkvN3KQog4wnsSI6w6LlG3%252BcZmS2939V%252B1TN3FokNPncn9Hyfc5t0jbbRGVFqCq0UDLr2CYZzIzsqb25Ry2A5STibE2%252FYYxBtjcYJuQdRbbwbRQ5tzeRuGB8cVq%252BekPJrUFv7Pr63Ylms1XxlxFi1Om3AA0slG7IpcwUnn7Se3CAiFyhKEaeNvfynnnS8tV1Vb48E3Vbz9pJPAY4pzoO4iqPfaZe6wivN640jWggZiUDOu6ZejNsUhjQMogoPmRyqcceHSs80ggiZ6zsyrh8kAejR9XKx75yKbDlFn3LT9swgGqmXXx2%252F3%252FFtF%252FgposEtdoftlSi453ek58HCMIxEmfg5yyL0JgFbBG8X03mT3iGyuXll%252BpIRhz3Kx0j1Lrs6dpOcXLw945WLTWZCjNYfdEOtC3djEkeUjKVxZ0%252BqS78clhVZ3Ob28f6m7aO3jN5GeA2LcoTb4zQ3aOXRJVkeZ38bWDAL8cb1BhwLvKLvKOGGQ1dzEYoivzS6dOUlssHWyIH0%252Fwfhb1NfVW67tTcbHIbkXErpcU51juGgoGUPapERj4bbT9jh7tKZxcUh%252FI6pOq%7Cclp%3A2334524%7Ctkp%3ABFBMgrL9jd5f
OB Samsung Galaxy S10 (SM-G973U) 128GB/512GB Blue/Black/Pink GSM+CDMA Unlocked, 272.74 to  310.79,https://www.ebay.ca/itm/124902738272?epid=15030893887&_trkparms=ispr%3D1&hash=item1d14c88960:g:b7kAAOSwUlFhQjaO&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSxXDXcCydCuSj2Tq2S%252F3Gnm6hnP56E1JA5jB%252BQNHmO8SKDJOklKlJAowpaXSVdSh6MB%252Fr1JTr1qE%252BRljQZ%252BR1sgozriBfdoEDQc2xm08zDc0KaeEq9XzbqPe1qakYulKZycaiWT45pX1ANCDgq%252B3RyFvSnBTiIztCdNN8I4axLHkRpl5SsqbN7eTBR1mEsKN4MFfhEyyYoc5N0FZ9A4TGGg3XNncwEs00tpGCsJnBmH0gOCp8EK%252Fd0lT%252FHVnePWr6AKM14ubFAIRQ5DyInaCp5tIpAoiVLKS0%252FbsVyST41%252FJK%252FgsclbXnvbxO7jDWc2zRGhSRa5UHYfrwLyxaQVn38T6ZOVSYHui4yStdb0adTnnHV5ubg0LTqLqHAZ2l8HOjVDX3VHEIaxnM2ME2%252BFlYR3CWcqUjyx6UDQfRLy%252BWDlPsrJxaS1a7kzFyd9fIzV%252BZYqLy4OfIuAPvHH8NKYcSyZtVGb%252F2HDy7g938Mp2RpzIN5nEBi%252FOrLHxWMknIX%252FQ6EPRFuqEZXsEURZ98JUBXC2RNLS%252Bbr%252BOhMLFalK2Mt203TdWpTqUWJ%252FaXLpp3cofYQfdvx2PD%252F2TNM4WG%252B477lRk4ChyVpuz9d1sPQ1RbCqIerLlArOgRqzl5Q3iH20hZEWn1w5Fru%252FItoXMbSpbzgcOEyp6H5eeQuoSiyytTDUXdfN2afgueYqLSInHz9zGSyRVMyCPyGhVtvIG5RpEaOc7Ii%252FpXzRU9%252FVZRtMDZRXJVFaedLYE6X2z%252Bqw%252BPstOrshHtjUAqC0dqMjXtPijnAaQR5Dcp%252FRMTa6mNMWQ7weHC5usUOfKim2y%252FwfurGy%252B9%7Cclp%3A2334524%7Ctkp%3ABFBMgrL9jd5f
"Samsung S10 G973W Canadian Model/G973U 128GB/512GB 6.1"" Unlocked Smartphone-Good", 294.99,https://www.ebay.ca/itm/265349533590?epid=20030139814&hash=item3dc8108f96:g:Gt8AAOSw~u5h8GUZ
NEW UNLOCKED Samsung Galaxy S10 SM-G973U 128GB BLACK S10 UNLOCKED GSM+CDMA, 405.80,https://www.ebay.ca/itm/194498116517?epid=19029469947&hash=item2d48fdbba5:g:-nUAAOSwLfxeH-lO
Samsung Galaxy S10 || Unlocked || Fully Functional || Spot On LCD|| Best Deal !!, 235.00,https://www.ebay.ca/itm/115032067567?epid=4039320120&hash=item1ac8720def:g:rPIAAOSwkLZhXczp
Samsung Galaxy S10 SM-G973W 128GB Prism Black with Samsung smr-805w, 212.50,https://www.ebay.ca/itm/275162389266?epid=27029461357&hash=item4010f4db12:g:sHcAAOSwOhdiBZuV
SAMSUNG GALAXY S10 SM-G973W 128GB UNLOCKED , 370.99,https://www.ebay.ca/itm/193765356601?epid=22029467455&hash=item2d1d50b439:g:g4kAAOSwWplfvS1Y
